Emotion,Text
Sadness,@dillenforeverrr you guys made Terrie upset last night!! 
Shame,KATE went to work the next day rather aShamed of the absurdly flattering photo of herself which had made the gossip column of her daily paper . 
Anger,The mother of a person with whom we had been sharing a housing accused me of trying to rip her off over payment of bills in the house. 
Joy,@TheBodyShopUK Going to my home country to spend Christmas with my family and friends after not seeing them for a looong time 
Fear,I have hurt the ones that love me cuz you don't #Anger #thatsalligot
Sadness,"As Joe and Biddy became a little more cheerful , discussing my possible plans for the future , I became more miserable . "
Joy,Looks like i'm gonna be up for awhile tonight doing that Bloom Ball. 
Anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.
Disgust,Did you know there are 26 states that allow cousins to marry but gay marriage isn't allowed?? 
Joy,Hauser was amused at the suggestion . 
Joy,cool pennfield closed...I still have to go to classy kcc tomorrow 
Fear,I was teaching someone to drive and when we were about to crash I was scared.
Sadness,anybody wanna invite me to their thanksgiving dinner? my family is gonna be gone and ima be all alone. lol 
Fear,It amazes me how seems to b the chosen method of persuasion in our society these days. Not #hope
Joy,Water in fuel light came on in the truck. 
Anger,I hate to see the abuse of animals . 
Sadness,Computer over heating. I'm scare it's going to die soon! :(
Surprise,Classes Start Today It Has Been A Great Break Thanks To You... &#xA;~FDU ENT.~
Joy,When my family allowed me to do higher studies.
Fear,It was lots of fun at with @MFMad @kikrusher99 @andrewdeyoe @SoufCentrol and @DJ_En3rgy. Weren't too many obnoxious douches last night
Joy,5alla9 my long weekend oo ma esht3'lt wla shay :D 
Anger,"The more resentful and unforgiving Willie Morgan , was taken to court and then had to terminate a lucrative six year contract after only nine months . "
Joy,Now for a lovely 20 minute walk home in the freeeezing cold 
Surprise,I'm stocked for 3 sewing projects. I've decided to put the machine in the guest room so I can sew behind closed doors. #handmade
Surprise,"Maargoed dat pap geen twitter heeft, hij weet het namelijk nog niet "
Neutral, what is it ? 
Surprise,Ben wel trots dat ik ben begonnen met 
Sadness,Bringing my computer to the computer doctor :( Hopefully I can take it home tonight!  
Sadness, I'm fine . I'm just so touched by the sad story . 
Fear,moment when an open bottle on your bed is about to fall.. 
Joy,and ordered christmas cards :) first year we'll be sending them out &lt;3 
Surprise,SO excited to give my secret santa their gift!  
Sadness,@ellenclare47 haha I am such a cat person I love kitties but I can't take any in right now 
Anger,When we rearranged furniture in our flat and got stuck in a chair.
Sadness,All packed for home and I still have 5 days left here at Bluffton :( 
Joy,"I went to fetch my girl-friend at the station. When the train arrived and I saw her descending and running up to me, I felt glad."
Shame,"He goes to live in London with Herbert Pocket , and is turned into a gentleman , living an expensive but futile sort of existence , and becoming aShamed of Joe and his village origins . "
Sadness,Reading old messages and realizing how much you actually miss that one person 
Joy,God's love the source of 
Joy,I feel great this morning! 
Joy,Two hour delay and im wide awake....
Sadness,@LastNameBabyBoy No more history of rock and roll 
Joy,Family sing along time #lmao
Joy,@AngelisaBeltran My kids are throwing shit down the stairs and running around the house screaming. 
Anger,&quot;If you call me a pussy again im going to shove my fist down your throat and wave you around like a ragdoll&quot;  has issues
Neutral, Why ? 
Neutral, How about football ? 
Sadness,The loss of a person I loved very much.
Sadness, My dissertation . I put it somewhere last night and I can't find it now . 
Anger,"still can't find that audio file I want. nobody seems to have a copy of it anymore either...DAMN YOU, NON PHYSICAL FORM OF MEDIA!!! "
Sadness,All packed and ready to leave the Port of Elizabeth!! Last day at NMMU tomorrow!! 
Neutral, Like what ? 
Joy,"Parents bitched about their compy being slow, so i'm staying up til 4 am fixing their fuckups. #EveryTrickInTheBook"
Fear,This Duke game is going to give me a panic attack and it hasn't even started.. @holldoll2 
Joy," Fine , see you then . "
Sadness,Kinda feel empty cause im not going to fire and ice today. 
Anger,A drummer who had borrowed my drums destroyed both the drumskin and the sticks.  He did not repair them nor did he tell me about it.
Neutral, Follow me . 
Sadness,final episode of friends 
Joy,@TheBodyShopUK it brings me when you can do something nice and put a smile on someone else's face.
Joy,"This week's Once Upon A Time brought to you by  [SO MUCH SO, it's not even funny]! :D  "
Fear,"The message was clear as members of Gloucestershire county council turned up to todays budget meeting , with protestors , anxious over the scale of impending cuts urging councillors to think again before wielding the axe . "
Fear,eu sou a melhor da melhor do mundo em dar tiradas em mim mesmo. kkk' 
Joy,Christmas songs on the radio! Getting in the festive spirit 
Anger,"Every man has its own ways to earn succes,so do I . So don't talk like you know my own, STFU !! "
Fear,"@notMarcStaal I'd offer to do a strip tease, but my wife is currently hormonal and might kill me. "
Joy,"Funny how I've felt terrible most of the day, but I've been laughing twice as much :-) "
Joy,2012 Line Camp Leader!! & blessed! So happy! #Baylor  #SicEm #linecamp
Neutral, Dumplings . 
Anger,(1) My father died. (2) My natural father contacted me a year after my father died and this Angered me more as I thought he should be dead and not my father.
Sadness,The Sadness you feel when you wait outside h&amp;m at midnight only to find it doesn't open until 5am. #why
Surprise,well your feeling was right “@allisonrose3: @jeffgrang I just had a gut feeling it was about me”
Sadness,I think the Oceansize song 'Massive Bereavement' is named after a racing horse on The Day Today. QED. #SoAlone
Fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
Sadness,It's kind of depressing when I keep losing followers. 
Fear,Wishing the @friendlybro a safe trip. I know how lonely the road can be and what it does to a mans psyche. 
Joy,Ellen gave me an amused glance . 
Fear,I once felt that my last hour had come when I was unexpectedly found in the hands of.
Joy,What Joy! We have a Savior! What Joy in Christ our Lord! What Joy we've been forgiven! What Joy! Our sins no more! #Christmas
Joy,So glad to attend crash tonight @NPHX and hear @scottesavage speak. Topped off by dinner with friends at Windsor. 
Joy,2 hours and 10 minutes left of this shift..then 14 hours before tomorrows shift begins.. 
Joy,"Sometimes the only thing worthwhile to say, or tweet, is &quot;I love each and every one of you!&quot; What else really matters? #breakingnews"
Fear,No autotune but you can feel the pain. It all comes spilling out like I hit a vein 
Fear,Question: Do you live in a world of or #Love
Anger,I know why Mr . Fro didn't like our ad idea ! He doesn't know the first thing about coffee . 
Joy,Black friday shopping starting now and then going straight into work until 6pm. 
Anger,My younger brother destroyed and gave away some of the books that I had intended to keep for as long as possible.
Anger,She was furious with me . 
Joy,God is most delighted when we are most delighted in Him. #fb
Anger," But what ? You always act like this , when you face difficulties . "
Fear,"Realising that something had gone wrong , the alarmed miner was making his way out of the pit . "
Sadness,"No mixing drinks for me today. Postponed till January, leaving me to tackle this Canadian Cinema essay. "
Joy,Let it go!!! Just laugh it off and get your strength back! 
Sadness,"@max_the_ripper and @caige you two are amazing, u truely are and I love u both.....it hurts me to see u guys fight......"
Joy,Joy goes against the foundations of mathematics: it multiplies when we divide.― Paulo Coelho #quote #quotes
Fear,@ChuckTaylor18 @JonnyQuest23 going to see a friend's band play tonight in Midland.  #Hypakritz #tequila #tokillya
Joy,@kirstiealley aaawww you made my day :) love you   #happy &lt;33333
Fear,"Fatch, ma voisine de train utilise Matlab Ça pique les yeux ^^"
Sadness,@BrittJeffers what? You left without saying good bye? 
Surprise,"in case anyone from NK was wondering, @nikkiWarnz is still a psycho. "
Anger," It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . "
Fear,"Late flight made me miss seeing @theChrisHero in Largo. Thank you, Chris, for coming to  "
Disgust,"A reader , disgruntled in large proportion , sat down to work out how much of his salary he would have to hand over to the Inland Revenue heavy mob for the past year . "
Fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
Surprise,“@kevinHulsmans: Next year at farnese vini” &gt; good luck next year!!
Fear,trying a tuna fish sandwich
Joy,tired  but only half my presentation done. 
Joy,"when I walk I'm walking straight up with the motion, when you see my hips shake baby look for cover,   "
